"numforgame","rowforgame","inning","id","Base1","Base2","Base3","out","away","home","Player","direction","result","follow.up","log"
"153","6","1下","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","1下"
"153","7","1下","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","統一先發投手廖文揚"
"153","8","1下","第一棒","NA","NA","NA","一出局","統一(0)","(0)義大","張建銘","","接殺","0","1.第一棒RF張建銘:二壘平飛球遭到接殺，一出局"
"153","9","1下","第二棒","NA","NA","NA","二出局","統一(0)","(0)義大","林威廷","","接殺","0","2.第二棒2B林威廷:一壘後方飛球遭到接殺，二出局"
"153","10","1下","第三棒","NA","NA","NA","三出局","統一(0)","(0)義大","胡金龍","","刺殺","0","3.第三棒LF胡金龍:投手前反彈球遭到刺殺，三出局統一(0):(0)義大"
"153","11","2上","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","2上"
"153","12","2上","第四棒","NA","NA","NA","一出局","統一(0)","(0)義大","鄧志偉","","三振","0","1.第四棒1B鄧志偉:遭到三振，一出局"
"153","13","2上","第五棒","NA","NA","NA","一出局","統一(0)","(0)義大","陳鏞基","","保送","0","2.第五棒DH陳鏞基:獲得四壞球保送上一壘"
"153","14","2上","第六棒","NA","NA","NA","一出局","統一(0)","(0)義大","潘武雄","左","左外野安打","0","3.第六棒CF潘武雄:左外野安打，一二壘有人"
"153","15","2上","第七棒","NA","NA","NA","三出局","統一(0)","(0)義大","高國慶","左","刺殺封殺雙殺","0","4.第七棒3B高國慶:游擊滾地先傳二壘封殺，再傳一壘刺殺打者形成雙殺，三出局統一(0):(0)義大"
"153","16","2下","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","2下"
"153","17","2下","第四棒","NA","NA","NA","零出局","統一(0)","(0)義大","林益全","右","穿越安打穿越安打","0","1.第四棒1B林益全:一二壘間穿越安打上一壘"
"153","18","2下","第五棒","NA","NA","NA","二出局","統一(0)","(0)義大","高國輝","左","刺殺封殺雙殺","0","2.第五棒DH高國輝:游擊滾地先傳二壘封殺，再傳一壘刺殺打者形成雙殺，二出局"
"153","19","2下","第六棒","NA","NA","NA","三出局","統一(0)","(0)義大","張詠漢","","三振","0","3.第六棒CF張詠漢:遭到三振，三出局統一(0):(0)義大"
"153","20","3上","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","3上"
"153","21","3上","第八棒","NA","NA","NA","一出局","統一(0)","(0)義大","高志綱","右","接殺","0","1.第八棒C高志綱:右外野飛球遭美技接殺，一出局"
"153","22","3上","第九棒","NA","NA","NA","二出局","統一(0)","(0)義大","黃恩賜","","三振","0","2.第九棒SS黃恩賜:遭到三振，二出局"
"153","23","3上","第一棒","NA","NA","NA","三出局","統一(0)","(0)義大","林志祥","左","接殺","0","3.第一棒2B林志祥:游擊平飛遭到接殺，三出局統一(0):(0)義大"
"153","24","3下","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","3下"
"153","25","3下","第七棒","NA","NA","NA","一出局","統一(0)","(0)義大","陽冠威","","三振","0","1.第七棒C陽冠威:遭到三振，一出局"
"153","26","3下","第八棒","NA","NA","NA","一出局","統一(0)","(0)義大","藍少白","","保送失誤","0","2.第八棒3B藍少白:獲得四壞球保送上一壘九棒打擊1好球時，一壘跑者藍少白盜二壘成功並造成統一失誤，上三壘"
"153","27","3下","第九棒","NA","NA","NA","二出局","統一(0)","(0)義大","林瑋恩","","三振","0","3.第九棒SS林瑋恩:遭到三振，二出局"
"153","28","3下","第一棒","NA","NA","NA","三出局","統一(0)","(0)義大","張建銘","","接殺","0","4.第一棒RF張建銘:(3)B上方高飛球遭到接殺，三出局統一(0):(0)義大"
"153","29","4上","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","4上"
"153","30","4上","第二棒","NA","NA","NA","一出局","統一(0)","(0)義大","羅國龍","內","刺殺","0","1.第二棒CF羅國龍:一壘方向滾地球遭到刺殺，一出局"
"153","31","4上","第三棒","NA","NA","NA","二出局","統一(0)","(0)義大","劉芙豪","","刺殺","0","2.第三棒RF劉芙豪:二壘滾地遭到刺殺，二出局"
"153","32","4上","第四棒","NA","NA","NA","二出局","統一(0)","(0)義大","鄧志偉","中","德州安打","0","3.第四棒1B鄧志偉:中間方向德州安打上一壘"
"153","33","4上","第五棒","NA","NA","NA","二出局","統一(0)","(0)義大","陳鏞基","","穿越安打穿越安打","0","4.第五棒DH陳鏞基:三游間穿越安打，一二壘有人"
"153","34","4上","第六棒","NA","NA","NA","三出局","統一(0)","(0)義大","潘武雄","左","接殺","0","5.第六棒CF潘武雄:左外野飛球遭到接殺，三出局統一(0):(0)義大"
"153","35","4下","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","2","4下"
"153","36","4下","第二棒","NA","NA","NA","一出局","統一(0)","(0)義大","林威廷","","三振","2","1.第二棒2B林威廷:遭到三振，一出局"
"153","37","4下","第三棒","NA","NA","NA","一出局","統一(0)","(0)義大","胡金龍","","穿越安打穿越安打","2","2.第三棒LF胡金龍:一壘方向穿越安打上一壘第四棒打擊1好球時一壘跑者胡金龍盜二壘成功"
"153","38","4下","第四棒","NA","NA","NA","一出局","統一(0)","(1)義大","林益全","左","","2","3.第四棒1B林益全:中左外野深遠安打，帶有一分打點，打者上二壘統一(0):(1)義大"
"153","39","4下","第五棒","NA","NA","NA","一出局","統一(0)","(2)義大","高國輝","左","全壘打","2","4.第五棒DH高國輝:左外野直擊全壘打牆深遠安打，帶有一分打點，打者上二壘統一(0):(2)義大"
"153","40","4下","第六棒","NA","NA","NA","一出局","統一(0)","(2)義大","張詠漢","","保送","2","5.第六棒CF張詠漢:獲得四壞球保送，一二壘有人"
"153","41","4下","第七棒","NA","NA","NA","三出局","統一(0)","(2)義大","陽冠威","左","雙殺","2","6.第七棒C陽冠威:游擊滾地形成雙殺，三出局統一(0):(2)義大"
"153","42","5上","","NA","NA","NA","零出局","統一(0)","(2)義大","","","","0","5上"
"153","43","5上","第七棒","NA","NA","NA","零出局","統一(0)","(2)義大","高國慶","左","失誤","0","1.第七棒3B高國慶:游擊滾地傳球時形成失誤，打者上二壘"
"153","44","5上","第八棒","NA","NA","NA","一出局","統一(0)","(2)義大","高志綱","","接殺","0","2.第八棒C高志綱:一壘強勁平飛遭到美技接殺，一出局"
"153","45","5上","第九棒","NA","NA","NA","二出局","統一(0)","(2)義大","黃恩賜","右","接殺","0","3.第九棒SS黃恩賜:右外野飛球遭到接殺，二出局，二壘跑者推進至三壘"
"153","46","5上","第一棒","NA","NA","NA","三出局","統一(0)","(2)義大","林志祥","左","刺殺","0","4.第一棒2B林志祥:游擊滾地遭到刺殺，三出局統一(0):(2)義大"
"153","47","5下","","NA","NA","NA","零出局","統一(0)","(2)義大","","","","0","5下"
"153","48","5下","第八棒","NA","NA","NA","一出局","統一(0)","(2)義大","藍少白","","三振","0","1.第八棒3B藍少白:遭到三振，一出局"
"153","49","5下","第九棒","NA","NA","NA","二出局","統一(0)","(2)義大","林瑋恩","左","接殺","0","2.第九棒SS林瑋恩:左外野飛球遭到接殺，二出局"
"153","50","5下","第一棒","NA","NA","NA","三出局","統一(0)","(2)義大","張建銘","","接殺","0","3.第一棒RF張建銘:三壘側界外飛球遭到接殺，三出局統一(0):(2)義大"
"153","51","6上","","NA","NA","NA","零出局","統一(0)","(2)義大","","","","3","6上"
"153","52","6上","第二棒","NA","NA","NA","零出局","統一(0)","(2)義大","羅國龍","","保送","3","1.第二棒CF羅國龍:獲得四壞球保送上一壘"
"153","53","6上","第三棒","NA","NA","NA","一出局","統一(0)","(2)義大","劉芙豪","","三振","3","2.第三棒RF劉芙豪:遭到三振，一出局"
"153","54","6上","第四棒","NA","NA","NA","一出局","統一(0)","(2)義大","鄧志偉","左","左外野安打","3","3.第四棒1B鄧志偉:中左外野安打，跑者上三壘，打者上一壘"
"153","55","6上","第五棒","NA","NA","NA","一出局","統一(1)","(2)義大","陳鏞基","左","穿越安打穿越安打","3","4.第五棒DH陳鏞基:游擊穿越安打，帶有一分打點，一二壘有人統一(1):(2)義大"
"153","56","6上","第六棒","NA","NA","NA","一出局","統一(2)","(2)義大","潘武雄","左","平飛安打","3","5.第六棒CF潘武雄:左外野平飛安打，帶有一分打點，一三壘有人統一(2):(2)義大義大更換投手為蕭一傑"
"153","57","6上","第七棒","NA","NA","NA","三出局","統一(3)","(2)義大","高國慶","右","接殺盜壘失敗","3","6.第七棒3B高國慶:右外野高飛球遭到接殺，三壘跑者回壘得分，帶有一分打點，二出局統一(3):(2)義大第八棒打擊1壞球時，一壘跑者潘武雄盜二壘失敗，三出局統一(3):(2)義大"
"153","58","6下","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","6下"
"153","59","6下","第二棒","NA","NA","NA","一出局","統一(3)","(2)義大","林威廷","","刺殺","0","1.第二棒2B林威廷:二壘反彈遭到刺殺，一出局"
"153","60","6下","第三棒","NA","NA","NA","一出局","統一(3)","(2)義大","胡金龍","","保送","0","2.第三棒LF胡金龍:獲得四壞球保送上一壘"
"153","61","6下","第四棒","NA","NA","NA","一出局","統一(3)","(2)義大","林益全","右","穿越安打穿越安打","0","3.第四棒1B林益全:一二壘間穿越安打，一三壘有人統一更換投手為林岳平"
"153","62","6下","第五棒","NA","NA","NA","二出局","統一(3)","(2)義大","高國輝","","三振","0","4.第五棒DH高國輝:遭到三振，二出局"
"153","63","6下","第六棒","NA","NA","NA","二出局","統一(3)","(2)義大","張詠漢","","保送","0","5.第六棒CF張詠漢:獲得四壞球保送形成滿壘"
"153","64","6下","第七棒","NA","NA","NA","三出局","統一(3)","(2)義大","陽冠威","","接殺","0","6.第七棒C陽冠威:一壘方向飛球遭到接殺，三出局統一(3):(2)義大"
"153","65","7上","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","7上"
"153","66","7上","第八棒","NA","NA","NA","一出局","統一(3)","(2)義大","高志綱","左","接殺","0","1.第八棒C高志綱:左外野飛球遭到接殺，一出局"
"153","67","7上","第九棒","NA","NA","NA","二出局","統一(3)","(2)義大","黃恩賜","","三振","0","2.第九棒SS黃恩賜:遭到三振，二出局"
"153","68","7上","第一棒","NA","NA","NA","三出局","統一(3)","(2)義大","林志祥","左","接殺","0","3.第一棒2B林志祥:左外野飛球遭到接殺，三出局統一(3):(2)義大"
"153","69","7下","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","7下"
"153","70","7下","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","統一更換投手為高建三"
"153","71","7下","第八棒","NA","NA","NA","零出局","統一(3)","(2)義大","藍少白","","保送","0","1.第八棒3B藍少白:獲得觸身球保送上一壘"
"153","72","7下","第九棒","NA","NA","NA","一出局","統一(3)","(2)義大","林瑋恩","","觸擊犧牲觸擊","0","2.第九棒SS林瑋恩:成功的犧牲觸擊，一出局，一壘跑者推進至二壘"
"153","73","7下","第一棒","NA","NA","NA","二出局","統一(3)","(2)義大","張建銘","左","接殺","0","3.第一棒RF張建銘:左外野飛球遭到接殺，二出局"
"153","74","7下","第二棒","NA","NA","NA","三出局","統一(3)","(2)義大","林威廷","左","接殺","0","4.第二棒2B林威廷:游擊平飛遭到接殺，三出局統一(3):(2)義大"
"153","75","8上","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","1","8上"
"153","76","8上","第二棒","NA","NA","NA","一出局","統一(3)","(2)義大","羅國龍","","三振","1","1.第二棒CF羅國龍:遭到三振，一出局"
"153","77","8上","第三棒","NA","NA","NA","二出局","統一(3)","(2)義大","劉芙豪","","三振","1","2.第三棒RF劉芙豪:遭到三振，二出局"
"153","78","8上","第四棒","NA","NA","NA","二出局","統一(4)","(2)義大","鄧志偉","中","全壘打","1","3.第四棒1B鄧志偉:中間方向陽春全壘打統一(4):(2)義大"
"153","79","8上","第五棒","NA","NA","NA","三出局","統一(4)","(2)義大","陳鏞基","","三振","1","4.第五棒DH陳鏞基:遭到三振，三出局統一(4):(2)義大"
"153","80","8下","","NA","NA","NA","零出局","統一(4)","(2)義大","","","","0","8下"
"153","81","8下","","NA","NA","NA","零出局","統一(4)","(2)義大","","","","0","統一更換投手為邦勝1B高國慶3B劉育辰"
"153","82","8下","第三棒","NA","NA","NA","一出局","統一(4)","(2)義大","胡金龍","","三振","0","1.第三棒LF胡金龍:遭到三振，一出局"
"153","83","8下","第四棒","NA","NA","NA","一出局","統一(4)","(2)義大","林益全","中","穿越安打穿越安打","0","2.第四棒1B林益全:中間穿越安打上一壘"
"153","84","8下","第五棒","NA","NA","NA","二出局","統一(4)","(2)義大","高國輝","左","接殺","0","3.第五棒DH高國輝:中左外野飛球遭到接殺，二出局"
"153","85","8下","第六棒","NA","NA","NA","三出局","統一(4)","(2)義大","張詠漢","","三振","0","4.第六棒CF張詠漢:遭到三振，三出局統一(4):(2)義大"
"153","86","9上","","NA","NA","NA","零出局","統一(4)","(2)義大","","","","0","9上"
"153","87","9上","","NA","NA","NA","零出局","統一(4)","(2)義大","","","","0","義大更換投手為黃柏揚"
"153","88","9上","第六棒","NA","NA","NA","一出局","統一(4)","(2)義大","潘武雄","中","接殺","0","1.第六棒CF潘武雄:中外野飛球遭到接殺，一出局"
"153","89","9上","第七棒","NA","NA","NA","二出局","統一(4)","(2)義大","高國慶","","三振","0","2.第七棒1B高國慶:遭到三振，二出局"
"153","90","9上","第八棒","NA","NA","NA","三出局","統一(4)","(2)義大","高志綱","","刺殺","0","3.第八棒C高志綱:三壘滾地遭到刺殺，三出局統一(4):(2)義大"
"153","91","9下","","NA","NA","NA","零出局","統一(4)","(2)義大","","","","0","9下"
"153","92","9下","","NA","NA","NA","零出局","統一(4)","(2)義大","","","","0","統一更換投手為郭泓志"
"153","93","9下","第七棒","NA","NA","NA","一出局","統一(4)","(2)義大","陽冠威","","三振","0","1.第七棒C陽冠威:遭到三振，一出局"
"153","94","9下","第八棒","NA","NA","NA","二出局","統一(4)","(2)義大","代打林宗男","","三振","0","2.第八棒代打林宗男:遭到三振，二出局"
"153","95","9下","第九棒","NA","NA","NA","二出局","統一(4)","(2)義大","代打鄭兆行","","穿越安打穿越安打","0","3.第九棒代打鄭兆行:三游間穿越安打上一壘"
"153","96","9下","第一棒","NA","NA","NA","三出局","統一(4)","(2)義大","張建銘","左","接殺","0","4.第一棒RF張建銘:左外野飛球遭到接殺，三出局統一(4):(2)義大比賽結束"
"154","1","1上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","1上"
"154","2","1上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","桃猿先發投手:猛雷特"
"154","3","1上","第一棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","張正偉","左","接殺","0","1.第一棒張正偉:外野飛球，遭到LF接殺，一出局"
"154","4","1上","第二棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","陳江和","","三振","0","2.第二棒陳江和:三振，二出局"
"154","5","1上","第三棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","耐克","中","接殺","0","3.第三棒耐克:外野飛球，遭到CF接殺，三出局兄弟(0):(0)桃猿"
"154","6","1下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","1下"
"154","7","1下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","兄弟先發投手:王梓安"
"154","8","1下","第一棒","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","詹智堯","右","一壘安打","0","1.第一棒詹智堯:右外野一壘安打"
"154","9","1下","第二棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","藍寅倫","中","接殺","0","2.第二棒藍寅倫:外野飛球，遭到CF接殺，一出局"
"154","10","1下","第三棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","陳俊秀","","接殺雙殺","0","3.第三棒陳俊秀:擊出平飛球遭到SS接殺，跑者詹智堯回壘不及，形成雙殺，三出局兄弟(0):(0)桃猿"
"154","11","2上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","2上"
"154","12","2上","第四棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","彭政閔","內","刺殺封殺","0","1.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，一出局"
"154","13","2上","第五棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","周思齊","","三振","0","2.第五棒周思齊:三振，二出局"
"154","14","2上","第六棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","陳子豪","","三振","0","3.第六棒陳子豪:三振，三出局兄弟(0):(0)桃猿"
"154","15","2下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","2下"
"154","16","2下","第四棒","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","林泓育","左","一壘安打","0","1.第四棒林泓育:左外野一壘安打"
"154","17","2下","第五棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","郭嚴文","左","接殺","0","2.第五棒郭嚴文:外野飛球，遭到LF接殺，一出局"
"154","18","2下","第六棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","鍾承佑","內","刺殺封殺","0","3.第六棒鍾承佑:內野滾地球，投手接到傳向一壘刺殺打者，二出局"
"154","19","2下","第七棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","郭永維","","保送","0","4.第七棒郭永維:四壞球保送，跑者分佔一、二壘"
"154","20","2下","第八棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","梁家榮","","三振","0","5.第八棒梁家榮:三振，三出局兄弟(0):(0)桃猿"
"154","21","3上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","3上"
"154","22","3上","第七棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","黃仕豪","左","接殺","0","1.第七棒黃仕豪:外野飛球，遭到LF接殺，一出局"
"154","23","3上","第八棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","陳智弘","中","接殺","0","2.第八棒陳智弘:外野飛球，遭到CF接殺，二出局"
"154","24","3上","第九棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","王勝偉","左","一壘安打盜壘","0","3.第九棒王勝偉:左外野一壘安打盜壘成功，王勝偉上到二壘"
"154","25","3上","第一棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","張正偉","左","接殺","0","4.第一棒張正偉:外野飛球，遭到LF接殺，三出局兄弟(0):(0)桃猿"
"154","26","3下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","4","3下"
"154","27","3下","第九棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","黃浩然","左","接殺","4","1.第九棒黃浩然:外野飛球，遭到LF接殺，一出局"
"154","28","3下","第一棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","詹智堯","中","一壘安打","4","2.第一棒詹智堯:中間方向滾地一壘安打"
"154","29","3下","第二棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","藍寅倫","右","一壘安打","4","3.第二棒藍寅倫:右外野一壘安打，跑者分佔一、三壘"
"154","30","3下","第三棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","陳俊秀","","保送","4","4.第三棒陳俊秀:觸身球保送，滿壘"
"154","31","3下","第四棒","NA","NA","NA","一出局","兄弟(0)","(4)桃猿","林泓育","左","全壘打","4","5.第四棒林泓育:左外野滿貫全壘打，帶有4分打點兄弟(0):(4)桃猿"
"154","32","3下","第五棒","NA","NA","NA","二出局","兄弟(0)","(4)桃猿","郭嚴文","內","刺殺封殺","4","6.第五棒郭嚴文:內野滾地球，1B接到自踩一壘壘包刺殺打者，二出局"
"154","33","3下","第六棒","NA","NA","NA","三出局","兄弟(0)","(4)桃猿","鍾承佑","右","接殺","4","7.第六棒鍾承佑:外野飛球，遭到RF接殺，三出局兄弟(0):(4)桃猿"
"154","34","4上","","NA","NA","NA","零出局","兄弟(0)","(4)桃猿","","","","0","4上"
"154","35","4上","第二棒","NA","NA","NA","一出局","兄弟(0)","(4)桃猿","陳江和","內","刺殺封殺","0","1.第二棒陳江和:內野滾地球，2B接到傳向一壘刺殺打者，一出局"
"154","36","4上","第三棒","NA","NA","NA","一出局","兄弟(0)","(4)桃猿","耐克","左","一壘安打","0","2.第三棒耐克:左外野一壘安打"
"154","37","4上","第四棒","NA","NA","NA","一出局","兄弟(0)","(4)桃猿","彭政閔","右","一壘安打","0","3.第四棒彭政閔:左邊方向穿越一壘安打，跑者分佔一、二壘"
"154","38","4上","第五棒","NA","NA","NA","一出局","兄弟(0)","(4)桃猿","周思齊","","保送","0","4.第五棒周思齊:四壞球保送，滿壘"
"154","39","4上","第六棒","NA","NA","NA","二出局","兄弟(0)","(4)桃猿","陳子豪","","三振","0","5.第六棒陳子豪:三振，二出局"
"154","40","4上","第七棒","NA","NA","NA","三出局","兄弟(0)","(4)桃猿","黃仕豪","","三振","0","6.第七棒黃仕豪:三振，三出局兄弟(0):(4)桃猿"
"154","41","4下","","NA","NA","NA","零出局","兄弟(0)","(4)桃猿","","","","0","4下"
"154","42","4下","第七棒","NA","NA","NA","一出局","兄弟(0)","(4)桃猿","郭永維","","保送盜壘失敗","0","1.第七棒郭永維:四壞球保送郭永維盜二壘失敗，一出局"
"154","43","4下","第八棒","NA","NA","NA","二出局","兄弟(0)","(4)桃猿","梁家榮","內","刺殺封殺","0","2.第八棒梁家榮:內野滾地球，1B接到傳給補位的投手刺殺打者，二出局"
"154","44","4下","第九棒","NA","NA","NA","二出局","兄弟(0)","(4)桃猿","","右","一壘安打","0","3.第九棒:右外野一壘安打"
"154","45","4下","第一棒","NA","NA","NA","三出局","兄弟(0)","(4)桃猿","詹智堯","內","刺殺封殺","0","4.第一棒詹智堯:內野滾地球，2B接到傳向一壘刺殺打者，三出局兄弟(0):(4)桃猿"
"154","46","5上","","NA","NA","NA","零出局","兄弟(0)","(4)桃猿","","","","1","5上"
"154","47","5上","","NA","NA","NA","零出局","兄弟(0)","(4)桃猿","","","","1","桃猿更換守備:(3)B林智平"
"154","48","5上","第八棒","NA","NA","NA","一出局","兄弟(0)","(4)桃猿","陳智弘","","三振","1","1.第八棒陳智弘:三振，一出局"
"154","49","5上","第九棒","NA","NA","NA","二出局","兄弟(0)","(4)桃猿","王勝偉","內","刺殺封殺","1","2.第九棒王勝偉:內野滾地球，投手接到傳向一壘刺殺打者，二出局"
"154","50","5上","第一棒","NA","NA","NA","二出局","兄弟(0)","(4)桃猿","張正偉","左","一壘安打","1","3.第一棒張正偉:左外野一壘安打"
"154","51","5上","第二棒","NA","NA","NA","二出局","兄弟(1)","(4)桃猿","陳江和","左","二壘安打","1","4.第二棒陳江和:左外野二壘安打，帶有1分打點兄弟(1):(4)桃猿"
"154","52","5上","第三棒","NA","NA","NA","三出局","兄弟(1)","(4)桃猿","耐克","內","刺殺","1","5.第三棒耐克:內野滾地球，投手接到傳給1B刺殺打者，三出局兄弟(1):(4)桃猿"
"154","53","5下","","NA","NA","NA","零出局","兄弟(1)","(4)桃猿","","","","3","5下"
"154","54","5下","第二棒","NA","NA","NA","一出局","兄弟(1)","(4)桃猿","藍寅倫","右","接殺","3","1.第二棒藍寅倫:外野飛球，遭到RF接殺，一出局"
"154","55","5下","第三棒","NA","NA","NA","一出局","兄弟(1)","(4)桃猿","陳俊秀","","保送","3","2.第三棒陳俊秀:四壞球保送兄弟更換投手:王則鈞"
"154","56","5下","第四棒","NA","NA","NA","一出局","兄弟(1)","(4)桃猿","林泓育","","保送","3","3.第四棒林泓育:觸身球保送，跑者分佔一、二壘"
"154","57","5下","第五棒","NA","NA","NA","一出局","兄弟(1)","(4)桃猿","郭嚴文","","保送","3","4.第五棒郭嚴文:四壞球保送，滿壘"
"154","58","5下","第六棒","NA","NA","NA","一出局","兄弟(1)","(6)桃猿","鍾承佑","","失誤","3","5.第六棒鍾承佑:(2)B失誤，壘上兩名跑者回到本壘得分，跑者分佔一、三壘兄弟(1):(6)桃猿"
"154","59","5下","第七棒","NA","NA","NA","一出局","兄弟(1)","(7)桃猿","郭永維","右","高飛犧牲打犧牲短打","3","6.第七棒郭永維:右外野飛球形成高飛犧牲打，帶有1分打點兄弟(1):(7)桃猿"
"154","60","5下","第八棒","NA","NA","NA","一出局","兄弟(1)","(7)桃猿","林智平","左","一壘安打","3","7.第八棒林智平:游擊方向穿越一壘安打，跑者分佔一、二壘"
"154","61","5下","第九棒","NA","NA","NA","三出局","兄弟(1)","(7)桃猿","黃浩然","內","刺殺封殺","3","8.第九棒黃浩然:內野滾地球，1B接到傳給補位的投手刺殺打者，三出局兄弟(1):(7)桃猿"
"154","62","6上","","NA","NA","NA","零出局","兄弟(1)","(7)桃猿","","","","1","6上"
"154","63","6上","第四棒","NA","NA","NA","零出局","兄弟(1)","(7)桃猿","彭政閔","","保送","1","1.第四棒彭政閔:四壞球保送"
"154","64","6上","第五棒","NA","NA","NA","零出局","兄弟(1)","(7)桃猿","周思齊","中","一壘安打","1","2.第五棒周思齊:中外野一壘安打，跑者分佔一、二壘暴投，彭政閔上到三壘"
"154","65","6上","第六棒","NA","NA","NA","一出局","兄弟(1)","(7)桃猿","代打-張志豪","","接殺","1","3.第六棒代打-張志豪:界外飛球，遭到C接殺，一出局"
"154","66","6上","第七棒","NA","NA","NA","一出局","兄弟(2)","(7)桃猿","黃仕豪","右","一壘安打","1","4.第七棒黃仕豪:中右外野一壘安打，帶有1分打點，跑者分佔一、二壘兄弟(2):(7)桃猿"
"154","67","6上","第八棒","NA","NA","NA","一出局","兄弟(2)","(7)桃猿","代打-黃鈞聲","中","接殺","1","5.第八棒代打-黃鈞聲:外野飛球，遭到CF接殺，原二壘跑者上到三壘，跑者分佔一、三壘"
"154","68","6上","第九棒","NA","NA","NA","一出局","兄弟(2)","(7)桃猿","王勝偉","","保送","1","6.第九棒王勝偉:四壞球保送，滿壘"
"154","69","6上","第一棒","NA","NA","NA","三出局","兄弟(2)","(7)桃猿","張正偉","左","接殺","1","7.第一棒張正偉:外野飛球，遭到LF接殺，三出局兄弟(2):(7)桃猿"
"154","70","6下","","NA","NA","NA","零出局","兄弟(2)","(7)桃猿","","","","0","6下"
"154","71","6下","","NA","NA","NA","零出局","兄弟(2)","(7)桃猿","","右","","0","兄弟更換守備:C黃鈞聲、RF張志豪"
"154","72","6下","第一棒","NA","NA","NA","一出局","兄弟(2)","(7)桃猿","詹智堯","內","刺殺封殺","0","1.第一棒詹智堯:內野滾地球，1B接到自踩一壘壘包刺殺打者，一出局"
"154","73","6下","第二棒","NA","NA","NA","二出局","兄弟(2)","(7)桃猿","藍寅倫","內","刺殺封殺","0","2.第二棒藍寅倫:內野滾地球，SS接到傳向一壘刺殺打者，二出局"
"154","74","6下","第三棒","NA","NA","NA","三出局","兄弟(2)","(7)桃猿","陳俊秀","右","接殺","0","3.第三棒陳俊秀:外野飛球，遭到RF接殺，三出局兄弟(2):(7)桃猿"
"154","75","7上","","NA","NA","NA","零出局","兄弟(2)","(7)桃猿","","","","0","7上"
"154","76","7上","","NA","NA","NA","零出局","兄弟(2)","(7)桃猿","","","","0","桃猿更換投手:黃偉晟"
"154","77","7上","第二棒","NA","NA","NA","零出局","兄弟(2)","(7)桃猿","陳江和","中","一壘安打","0","1.第二棒陳江和:中外野一壘安打"
"154","78","7上","第三棒","NA","NA","NA","一出局","兄弟(2)","(7)桃猿","耐克","中","接殺","0","2.第三棒耐克:外野飛球，遭到CF接殺，一出局"
"154","79","7上","第四棒","NA","NA","NA","二出局","兄弟(2)","(7)桃猿","彭政閔","","三振","0","3.第四棒彭政閔:三振，二出局"
"154","80","7上","第五棒","NA","NA","NA","三出局","兄弟(2)","(7)桃猿","周思齊","","三振","0","4.第五棒周思齊:三振，三出局兄弟(2):(7)桃猿"
"154","81","7下","","NA","NA","NA","零出局","兄弟(2)","(7)桃猿","","","","0","7下"
"154","82","7下","","NA","NA","NA","零出局","兄弟(2)","(7)桃猿","","","","0","兄弟更換投手:吳明旭"
