"numforgame","rowforgame","inning","id","Base1","Base2","Base3","out","away","home","Player","direction","result","follow.up","log"
"68","60","5下","第八棒","NA","NA","NA","二出局","統一(0)","(1)桃猿","，陳雁風","","三振","1","4.第八棒SS，陳雁風:三振，二出局二壘有人"
"68","61","5下","第九棒","NA","NA","NA","二出局","統一(0)","(1)桃猿","，黃浩然","內","內野安打","1","5.第九棒C，黃浩然:游擊方向內野安打，二出局一三壘有人"
"68","62","5下","","NA","NA","NA","二出局","統一(0)","(1)桃猿","","","","1","統一喊出暫停"
"68","63","5下","第一棒","NA","NA","NA","三出局","統一(0)","(1)桃猿","，詹智堯","中","接殺","1","6.第一棒CF，詹智堯:中外野飛球遭接殺，三出局"
"68","64","5下","","NA","NA","NA","三出局","統一(0)","(1)桃猿","","","","1","統一(0):(1)桃猿"
"68","65","6上","","NA","NA","NA","零出局","統一(0)","(1)桃猿","","","","3","6上"
"68","66","6上","第二棒","NA","NA","NA","零出局","統一(0)","(1)桃猿","，劉芙豪","","保送","3","1.第二棒RF，劉芙豪:四壞球保送，無人出局一壘有人"
"68","67","6上","第三棒","NA","NA","NA","一出局","統一(0)","(1)桃猿","，潘武雄","","刺殺","3","2.第三棒DH，潘武雄:二壘反彈球遭刺殺，一出局二壘有人"
"68","68","6上","第四棒","NA","NA","NA","一出局","統一(0)","(1)桃猿","，鄧志偉","中","二壘安打","3","3.第四棒1B，鄧志偉:中外野二壘安打，帶有一分打點"
"68","69","6上","","NA","NA","NA","一出局","統一(1)","(1)桃猿","","","","3","統一(1):(1)桃猿"
"68","70","6上","第五棒","NA","NA","NA","一出局","統一(1)","(1)桃猿","，陳鏞基","中","全壘打","3","4.第五棒SS，陳鏞基:中外野兩分全壘打"
"68","71","6上","","NA","NA","NA","一出局","統一(3)","(1)桃猿","","","","3","統一(3):(1)桃猿"
"68","72","6上","第六棒","NA","NA","NA","二出局","統一(3)","(1)桃猿","，郭岱琦","","刺殺封殺","3","5.第六棒LF，郭岱琦:一壘反彈球，1B接球後傳給補位的投手完成刺殺，二出局"
"68","73","6上","第七棒","NA","NA","NA","二出局","統一(3)","(1)桃猿","，黃恩賜","右","一壘安打","3","6.第七棒3B，黃恩賜:右外野平飛一壘安打，二出局一壘有人"
"68","74","6上","第八棒","NA","NA","NA","三出局","統一(3)","(1)桃猿","，涂壯勳","","接殺","3","7.第八棒C，涂壯勳:二壘平飛球遭接殺，三出局"
"68","75","6上","","NA","NA","NA","三出局","統一(3)","(1)桃猿","","","","3","統一(3):(1)桃猿"
"68","76","6下","","NA","NA","NA","零出局","統一(3)","(1)桃猿","","","","0","6下"
"68","77","6下","第二棒","NA","NA","NA","零出局","統一(3)","(1)桃猿","，林智平","","保送","0","1.第二棒3B，林智平:觸身球˙保送，無人出局一壘有人"
"68","78","6下","第三棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，林智勝","中","接殺","0","2.第三棒1B，林智勝:中外野飛球遭接殺，一出局一壘有人"
"68","79","6下","第四棒","NA","NA","NA","二出局","統一(3)","(1)桃猿","，林泓育","","三振","0","3.第四棒DH，林泓育:三振，二出局一壘有人"
"68","80","6下","","NA","NA","NA","二出局","統一(3)","(1)桃猿","","","","0","一壞球後，一壘跑者林智平成功盜上二壘"
"68","81","6下","第五棒","NA","NA","NA","三出局","統一(3)","(1)桃猿","，郭嚴文","","三振","0","4.第五棒2B，郭嚴文:三振，三出局"
"68","82","6下","","NA","NA","NA","三出局","統一(3)","(1)桃猿","","","","0","統一(3):(1)桃猿"
"68","83","7上","","NA","NA","NA","零出局","統一(3)","(1)桃猿","","","","0","7上"
"68","84","7上","第九棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，唐肇廷","","三振","0","1.第九棒CF，唐肇廷:三振，一出局"
"68","85","7上","第一棒","NA","NA","NA","二出局","統一(3)","(1)桃猿","，林志祥","內","接殺","0","2.第一棒2B，林志祥:內野上空飛球遭2B接殺，二出局"
"68","86","7上","第二棒","NA","NA","NA","三出局","統一(3)","(1)桃猿","，劉芙豪","","三振","0","3.第二棒RF，劉芙豪:三振，三出局"
"68","87","7上","","NA","NA","NA","三出局","統一(3)","(1)桃猿","","","","0","統一(3):(1)桃猿"
"68","88","7下","","NA","NA","NA","零出局","統一(3)","(1)桃猿","","","","0","7下"
"68","89","7下","第六棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，陳冠任","","三振","0","1.第六棒LF，陳冠任:三振，一出局"
"68","90","7下","第七棒","NA","NA","NA","二出局","統一(3)","(1)桃猿","，蔡建偉","","三振","0","2.第七棒RF，蔡建偉:三振，二出局"
"68","91","7下","第八棒","NA","NA","NA","三出局","統一(3)","(1)桃猿","，陳雁風","內","刺殺","0","3.第八棒SS，陳雁風:二壘滾地球遭刺殺，三出局"
"68","92","7下","","NA","NA","NA","三出局","統一(3)","(1)桃猿","","","","0","統一(3):(1)桃猿"
"68","93","8上","","NA","NA","NA","零出局","統一(3)","(1)桃猿","","","","2","8上"
"68","94","8上","","NA","NA","NA","零出局","統一(3)","(1)桃猿","","","","2","桃猿更換投手:林國裕"
"68","95","8上","第三棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，潘武雄","","刺殺封殺","2","1.第三棒DH，潘武雄:投手正面反彈球，投手接球後傳往一壘完成刺殺，一出局"
"68","96","8上","第四棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，鄧志偉","中","一壘安打","2","2.第四棒1B，鄧志偉:中外野一壘安打，一出局一壘有人"
"68","97","8上","第五棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，陳鏞基","右","一壘安打","2","3.第五棒SS，陳鏞基:右外野一壘安打，一出局一二壘有人"
"68","98","8上","第六棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，郭岱琦","","保送","2","4.第六棒LF，郭岱琦:四壞球保送，一出局滿壘"
"68","99","8上","","NA","NA","NA","一出局","統一(3)","(1)桃猿","","","","2","桃猿投手教練喊出暫停"
"68","100","8上","第七棒","NA","NA","NA","一出局","統一(3)","(1)桃猿","，黃恩賜","左","一壘安打","2","5.第七棒3B，黃恩賜:左外野一壘安打，帶有一分打點，一出局滿壘"
"68","101","8上","","NA","NA","NA","一出局","統一(4)","(1)桃猿","","","","2","統一(4):(1)桃猿桃猿投手教練喊出暫停，更換投手:黃偉晟"
"68","102","8上","第八棒","NA","NA","NA","二出局","統一(4)","(1)桃猿","，涂壯勳","中","高飛犧牲打犧牲短打","2","6.第八棒C，涂壯勳:中外野高飛犧牲打，帶有一分打點，二出局一三壘有人"
"68","103","8上","","NA","NA","NA","三出局","統一(5)","(1)桃猿","","","盜壘失敗","2","統一(5):(1)桃猿一壘跑者盜二壘失敗，三出局"
"68","104","8下","","NA","NA","NA","零出局","統一(5)","(1)桃猿","","","","0","8下"
"68","105","8下","","NA","NA","NA","零出局","統一(5)","(1)桃猿","","","","0","統一更換投手:邦勝"
"68","106","8下","第九棒","NA","NA","NA","一出局","統一(5)","(1)桃猿","，黃浩然","左","刺殺","0","1.第九棒C，黃浩然:游擊反彈球遭刺殺，一出局"
"68","107","8下","第一棒","NA","NA","NA","二出局","統一(5)","(1)桃猿","，詹智堯","","刺殺封殺","0","2.第一棒CF，詹智堯:投手正面反彈球，投手接球後傳往一壘完成刺殺，二出局"
"68","108","8下","第二棒","NA","NA","NA","三出局","統一(5)","(1)桃猿","，林智平","內","刺殺","0","3.第二棒3B，林智平:二壘滾地球遭刺殺，三出局"
"68","109","8下","","NA","NA","NA","三出局","統一(5)","(1)桃猿","","","","0","統一(5):(1)桃猿"
"68","110","9上","","NA","NA","NA","零出局","統一(5)","(1)桃猿","","","","0","9上"
"68","111","9上","第九棒","NA","NA","NA","一出局","統一(5)","(1)桃猿","，唐肇廷","左","刺殺","0","1.第九棒CF，唐肇廷:游擊滾地球遭刺殺，一出局"
"68","112","9上","第一棒","NA","NA","NA","二出局","統一(5)","(1)桃猿","，林志祥","左","接殺","0","2.第一棒2B，林志祥:左外野飛球遭接殺，二出局"
"68","113","9上","第二棒","NA","NA","NA","三出局","統一(5)","(1)桃猿","，劉芙豪","中","接殺","0","3.第二棒RF，劉芙豪:中外野飛球遭接殺，三出局"
"68","114","9下","","NA","NA","NA","零出局","統一(5)","(1)桃猿","","","","1","9下"
"68","115","9下","","NA","NA","NA","零出局","統一(5)","(1)桃猿","","","","1","統一更換投手:傅于剛"
"68","116","9下","第三棒","NA","NA","NA","一出局","統一(5)","(1)桃猿","，林智勝","右","接殺","1","1.第三棒1B，林智勝:右外野飛球遭接殺，一出局"
"68","117","9下","第四棒","NA","NA","NA","一出局","統一(5)","(1)桃猿","，林泓育","左","全壘打","1","2.第四棒DH，林泓育:左外野陽春全壘打"
"68","118","9下","","NA","NA","NA","一出局","統一(5)","(2)桃猿","","","","1","統一(5):(2)桃猿"
"68","119","9下","第五棒","NA","NA","NA","二出局","統一(5)","(2)桃猿","，郭嚴文","","刺殺","1","3.第五棒2B，郭嚴文:C前方反彈球遭刺殺，二出局"
"68","120","9下","第六棒","NA","NA","NA","三出局","統一(5)","(2)桃猿","，陳冠任","左","接殺","1","4.第六棒LF，陳冠任:左外野飛球遭接殺，三出局"
"68","121","9下","","NA","NA","NA","三出局","統一(5)","(2)桃猿","","","","1","統一(5):(2)桃猿"
"69","1","1上","","NA","NA","NA","零出局","兄弟(0)","(0)義大","","","","0","1上"
"69","2","1上","","NA","NA","NA","零出局","兄弟(0)","(0)義大","","","","0","義大先發投手希克"
"69","3","1上","第一棒","NA","NA","NA","一出局","兄弟(0)","(0)義大","郭健瑜","","三振","0","1.第一棒LF郭健瑜:遭到三振，一出局"
"69","4","1上","第二棒","NA","NA","NA","二出局","兄弟(0)","(0)義大","張志豪","內","接殺","0","2.第二棒CF張志豪:內野上方高飛球遭SS接殺，二出局"
"69","5","1上","第三棒","NA","NA","NA","三出局","兄弟(0)","(0)義大","張正偉","","三振","0","3.第三棒RF張正偉:遭到三振，三出局兄弟(0):(0)義大"
"69","6","1下","","NA","NA","NA","零出局","兄弟(0)","(0)義大","","","","0","1下"
"69","7","1下","","NA","NA","NA","零出局","兄弟(0)","(0)義大","","","","0","兄弟先發投手鄭凱文"
"69","8","1下","第一棒","NA","NA","NA","一出局","兄弟(0)","(0)義大","高孝儀","","三振","0","1.第一棒CF高孝儀:遭到三振，一出局"
"69","9","1下","第二棒","NA","NA","NA","二出局","兄弟(0)","(0)義大","張建銘","左","接殺","0","2.第二棒RF張建銘:左外野飛球遭接殺，二出局"
"69","10","1下","第三棒","NA","NA","NA","三出局","兄弟(0)","(0)義大","胡金龍","","刺殺","0","3.第三棒LF胡金龍:二壘滾地遭刺殺，三出局兄弟(0):(0)義大"
"69","11","2上","","NA","NA","NA","零出局","兄弟(0)","(0)義大","","","","2","2上"
"69","12","2上","第四棒","NA","NA","NA","零出局","兄弟(0)","(0)義大","彭政閔","中","形成安打","2","1.第四棒1B彭政閔:中間深遠飛球形成安打，打者上三壘"
"69","13","2上","第五棒","NA","NA","NA","一出局","兄弟(0)","(0)義大","黃仕豪","","刺殺","2","2.第五棒3B黃仕豪:三壘滾地遭刺殺，一出局"
"69","14","2上","第六棒","NA","NA","NA","一出局","兄弟(1)","(0)義大","陳浩然","右","右外野安打","2","3.第六棒DH陳浩然:右外野安打，帶有一分打點，RF往前滑接未接到，球漏至後方，打者上三壘兄弟(1):(0)義大"
"69","15","2上","第七棒","NA","NA","NA","一出局","兄弟(2)","(0)義大","陳江和","右","平飛安打","2","4.第七棒2B陳江和:右外野平飛安打，帶有一分打點，一壘有人兄弟(2):(0)義大"
"69","16","2上","第八棒","NA","NA","NA","二出局","兄弟(2)","(0)義大","王峻杰","","刺殺","2","5.第八棒C王峻杰:二壘滾地遭刺殺，跑者上二壘，二出局"
"69","17","2上","第九棒","NA","NA","NA","三出局","兄弟(2)","(0)義大","王勝偉","","接殺","2","6.第九棒SS王勝偉:一壘界外飛球遭到接殺，三出局兄弟(2):(0)義大"
"69","18","2下","","NA","NA","NA","零出局","兄弟(2)","(0)義大","","","","0","2下"
"69","19","2下","第四棒","NA","NA","NA","零出局","兄弟(2)","(0)義大","林益全","左","左外野安打","0","1.第四棒1B林益全:左外野安打，一壘有人"
"69","20","2下","第五棒","NA","NA","NA","零出局","兄弟(2)","(0)義大","林宗男","","穿越安打穿越安打","0","2.第五棒2B林宗男:三游穿越安打，一二壘有人"
"69","21","2下","第六棒","NA","NA","NA","二出局","兄弟(2)","(0)義大","鄭達鴻","內","封殺雙殺觸擊","0","3.第六棒DH鄭達鴻:觸擊形成內野飛球，守備方運用技巧封殺往三壘及往二壘跑者，紀錄上為雙殺打，二出局，一壘有人"
"69","22","2下","第七棒","NA","NA","NA","二出局","兄弟(2)","(0)義大","鄭兆行","左","投手暴投","0","4.第七棒3B鄭兆行:左外野方向安打，一二壘有人投手暴投:壘上跑者推進至二三壘"
"69","23","2下","第八棒","NA","NA","NA","三出局","兄弟(2)","(0)義大","陽冠威","","三振","0","5.第八棒C陽冠威:遭到三振，三出局兄弟(2):(0)義大"
"69","24","3上","","NA","NA","NA","零出局","兄弟(2)","(0)義大","","","","0","3上"
"69","25","3上","第一棒","NA","NA","NA","一出局","兄弟(2)","(0)義大","郭健瑜","","三振","0","1.第一棒LF郭健瑜:遭到三振，一出局"
"69","26","3上","第二棒","NA","NA","NA","二出局","兄弟(2)","(0)義大","張志豪","","接殺","0","2.第二棒CF張志豪:一壘平飛球遭到接殺，二出局"
"69","27","3上","第三棒","NA","NA","NA","三出局","兄弟(2)","(0)義大","張正偉","","接殺","0","3.第三棒RF張正偉:中堅飛球遭到接殺，三出局兄弟(2):(0)義大"
"69","28","3下","","NA","NA","NA","零出局","兄弟(2)","(0)義大","","","","0","3下"
"69","29","3下","第九棒","NA","NA","NA","一出局","兄弟(2)","(0)義大","林威廷","","刺殺","0","1.第九棒SS林威廷:投手前反彈球遭到刺殺，一出局"
"69","30","3下","第一棒","NA","NA","NA","二出局","兄弟(2)","(0)義大","高孝儀","","接殺","0","2.第一棒CF高孝儀:中堅飛球遭接殺，二出局"
"69","31","3下","第二棒","NA","NA","NA","三出局","兄弟(2)","(0)義大","張建銘","內","刺殺","0","3.第二棒RF張建銘:投手反彈球遭刺殺，三出局兄弟(2):(0)義大"
"69","32","4上","","NA","NA","NA","零出局","兄弟(2)","(0)義大","","","","4","4上"
"69","33","4上","第四棒","NA","NA","NA","一出局","兄弟(2)","(0)義大","彭政閔","","三振","4","1.第四棒1B彭政閔:遭到三振，一出局"
"69","34","4上","第五棒","NA","NA","NA","一出局","兄弟(2)","(0)義大","黃仕豪","中","德州安打","4","2.第五棒3B黃仕豪:中外野德州安打，上一壘"
"69","35","4上","第六棒","NA","NA","NA","一出局","兄弟(2)","(0)義大","陳浩然","右","一壘安打","4","3.第六棒DH陳浩然:右外野一壘安打，一壘跑者先起跑上三壘"
"69","36","4上","第七棒","NA","NA","NA","一出局","兄弟(2)","(0)義大","陳江和","","","4","4.第七棒2B陳江和:獲得觸身球，形成滿壘兄弟三壘指導教練陳琦豐及義大總教練大威因不當抗議遭到驅逐出場兄弟總教練謝長亨因不當抗議遭到驅逐出場"
"69","37","4上","第八棒","NA","NA","NA","一出局","兄弟(3)","(0)義大","王峻杰","中","","4","5.第八棒C王峻杰:中間方向安打，帶有一分打點，仍為滿壘兄弟(3):(0)義大"
"69","38","4上","第九棒","NA","NA","NA","一出局","兄弟(6)","(0)義大","王勝偉","","","4","6.第九棒SS王勝偉:三壘車布邊安打，壘上跑者全清回，打者上二壘兄弟(6):(0)義大"
"69","39","4上","第一棒","NA","NA","NA","二出局","兄弟(6)","(0)義大","郭健瑜","左","刺殺","4","7.第一棒LF郭健瑜:游擊滾地遭刺殺，跑者上三壘，二出局"
"69","40","4上","第二棒","NA","NA","NA","三出局","兄弟(6)","(0)義大","張志豪","","三振","4","8.第二棒CF張志豪:遭到三振，三出局兄弟(6):(0)義大"
"69","41","4下","","NA","NA","NA","零出局","兄弟(6)","(0)義大","","","","0","4下"
"69","42","4下","第三棒","NA","NA","NA","一出局","兄弟(6)","(0)義大","胡金龍","","刺殺","0","1.第三棒LF胡金龍:二壘滾地遭刺殺，一出局"
"69","43","4下","第四棒","NA","NA","NA","二出局","兄弟(6)","(0)義大","林益全","","刺殺","0","2.第四棒1B林益全:二壘滾地遭刺殺，二出局"
"69","44","4下","第五棒","NA","NA","NA","三出局","兄弟(6)","(0)義大","林宗男","","三振","0","3.第五棒2B林宗男:遭到三振，三出局兄弟(6):(0)義大"
"69","45","5上","","NA","NA","NA","零出局","兄弟(6)","(0)義大","","","","0","5上"
"69","46","5上","第三棒","NA","NA","NA","零出局","兄弟(6)","(0)義大","張正偉","","保送","0","1.第三棒RF張正偉:獲得觸身球保送，一壘有人義大更換投手為簡嘉佑"
"69","47","5上","第四棒","NA","NA","NA","零出局","兄弟(6)","(0)義大","彭政閔","中","平飛安打","0","2.第四棒1B彭政閔:中間方向平飛安打，一二壘有人"
"69","48","5上","第五棒","NA","NA","NA","一出局","兄弟(6)","(0)義大","黃仕豪","左","接殺","0","3.第五棒3B黃仕豪:左外野飛球遭接殺，一出局"
"69","49","5上","第六棒","NA","NA","NA","二出局","兄弟(6)","(0)義大","陳浩然","","刺殺","0","4.第六棒DH陳浩然:投手前平飛球遭刺殺，壘上跑者推進至二三壘，二出局"
"69","50","5上","第七棒","NA","NA","NA","三出局","兄弟(6)","(0)義大","陳江和","左","接殺","0","5.第七棒2B陳江和:左外野飛球遭接殺，三出局兄弟(6):(0)義大"
"69","51","5下","","NA","NA","NA","零出局","兄弟(6)","(0)義大","","","","1","5下"
"69","52","5下","第六棒","NA","NA","NA","零出局","兄弟(6)","(0)義大","鄭達鴻","左","平飛安打","1","1.第六棒DH鄭達鴻:左外野平飛安打，上一壘"
"69","53","5下","第七棒","NA","NA","NA","零出局","兄弟(6)","(0)義大","鄭兆行","右","右外野安打","1","2.第七棒3B鄭兆行:右外野安打，一二壘有人"
"69","54","5下","第八棒","NA","NA","NA","二出局","兄弟(6)","(0)義大","代打方克偉","左","雙殺","1","3.第八棒代打方克偉:游擊滾地形成雙殺，二出局，跑者上三壘"
"69","55","5下","第九棒","NA","NA","NA","二出局","兄弟(6)","(1)義大","林威廷","中","平飛安打","1","4.第九棒SS林威廷:中外野平飛安打，帶有一分打點，打者上一壘兄弟(6):(1)義大"
"69","56","5下","第一棒","NA","NA","NA","三出局","兄弟(6)","(1)義大","高孝儀","","三振","1","5.第一棒CF高孝儀:遭到三振，三出局兄弟(6):(1)義大"
"69","57","6上","","NA","NA","NA","零出局","兄弟(6)","(1)義大","","","","0","6上"
"69","58","6上","第八棒","NA","NA","NA","零出局","兄弟(6)","(1)義大","王峻杰","中","形成安打","0","1.第八棒C王峻杰:左中外野飛球形成安打，打者上二壘"
"69","59","6上","第九棒","NA","NA","NA","一出局","兄弟(6)","(1)義大","王勝偉","","接殺","0","2.第九棒SS王勝偉:二壘平飛球遭接殺，一出局"
"69","60","6上","第一棒","NA","NA","NA","二出局","兄弟(6)","(1)義大","郭健瑜","","接殺","0","3.第一棒LF郭健瑜:(2)B後方飛球遭接殺，二出局"
"69","61","6上","第二棒","NA","NA","NA","三出局","兄弟(6)","(1)義大","張志豪","","接殺","0","4.第二棒CF張志豪:C後方高飛球遭接殺，三出局兄弟(6):(1)義大"
"69","62","6下","","NA","NA","NA","零出局","兄弟(6)","(1)義大","","","","0","6下"
"69","63","6下","第二棒","NA","NA","NA","一出局","兄弟(6)","(1)義大","張建銘","","刺殺","0","1.第二棒RF張建銘:二壘滾地遭刺殺，一出局"
"69","64","6下","第三棒","NA","NA","NA","二出局","兄弟(6)","(1)義大","胡金龍","右","接殺","0","2.第三棒LF胡金龍:右外野飛球遭接殺，二出局"
"69","65","6下","第四棒","NA","NA","NA","二出局","兄弟(6)","(1)義大","林益全","左","形成安打","0","3.第四棒1B林益全:三壘後方小飛球落地形成安打，一壘有人"
"69","66","6下","第五棒","NA","NA","NA","三出局","兄弟(6)","(1)義大","林宗男","","三振","0","4.第五棒2B林宗男:遭到三振，三出局兄弟(6):(1)義大"
"69","67","7上","","NA","NA","NA","零出局","兄弟(6)","(1)義大","","","","0","7上"
"69","68","7上","第三棒","NA","NA","NA","一出局","兄弟(6)","(1)義大","張正偉","","接殺","0","1.第三棒RF張正偉:中堅飛球遭接殺，一出局"
"69","69","7上","第四棒","NA","NA","NA","二出局","兄弟(6)","(1)義大","彭政閔","左","刺殺","0","2.第四棒1B彭政閔:游擊滾地遭刺殺，二出局"
"69","70","7上","第五棒","NA","NA","NA","三出局","兄弟(6)","(1)義大","黃仕豪","","接殺","0","3.第五棒3B黃仕豪:中堅飛球遭接殺，三出局兄弟(6):(1)義大"
"69","71","7下","","NA","NA","NA","零出局","兄弟(6)","(1)義大","","","","0","7下"
"69","72","7下","第六棒","NA","NA","NA","一出局","兄弟(6)","(1)義大","鄭達鴻","","三振","0","1.第六棒DH鄭達鴻:遭到三振，一出局"
"69","73","7下","第七棒","NA","NA","NA","二出局","兄弟(6)","(1)義大","鄭兆行","","刺殺","0","2.第七棒3B鄭兆行:二壘滾地遭刺殺，二出局"
"69","74","7下","第八棒","NA","NA","NA","三出局","兄弟(6)","(1)義大","方克偉","","刺殺","0","3.第八棒C方克偉:三壘滾地遭刺殺，三出局兄弟(6):(1)義大"
"69","75","8上","","NA","NA","NA","零出局","兄弟(6)","(1)義大","","","","2","8上"
"69","76","8上","","NA","NA","NA","零出局","兄弟(6)","(1)義大","","","","2","義大更換3B為張鎧"
"69","77","8上","第六棒","NA","NA","NA","一出局","兄弟(6)","(1)義大","陳浩然","","刺殺","2","1.第六棒DH陳浩然:三壘滾地遭刺殺，一出局"
"69","78","8上","第七棒","NA","NA","NA","一出局","兄弟(6)","(1)義大","陳江和","","保送","2","2.第七棒2B陳江和:獲得四壞球保送，一壘有人"
"69","79","8上","第八棒","NA","NA","NA","一出局","兄弟(6)","(1)義大","王峻杰","","穿越安打穿越安打","2","3.第八棒C王峻杰:三游穿越安打，一二壘有人"
"69","80","8上","第九棒","NA","NA","NA","二出局","兄弟(6)","(1)義大","王勝偉","","接殺","2","4.第九棒SS王勝偉:中堅飛球遭接殺，二出局"
"69","81","8上","第一棒","NA","NA","NA","二出局","兄弟(8)","(1)義大","代打周思齊","右","右外野安打","2","5.第一棒代打周思齊:右外野安打，帶有兩分打點，打者上二壘兄弟(8):(1)義大同時義大更換投手為蔡明晉"
"69","82","8上","第二棒","NA","NA","NA","三出局","兄弟(8)","(1)義大","張志豪","","接殺","2","6.第二棒CF張志豪:中堅飛球遭接殺，三出局兄弟(8):(1)義大"
"69","83","8下","","NA","NA","NA","零出局","兄弟(8)","(1)義大","","","","0","8下"
"69","84","8下","第九棒","NA","NA","NA","一出局","兄弟(8)","(1)義大","林威廷","左","接殺","0","1.第九棒SS林威廷:左外野飛球遭接殺，一出局"
"69","85","8下","第一棒","NA","NA","NA","二出局","兄弟(8)","(1)義大","高孝儀","","接殺","0","2.第一棒CF高孝儀:中堅平飛球遭接殺，二出局"
"69","86","8下","第二棒","NA","NA","NA","三出局","兄弟(8)","(1)義大","張建銘","","接殺","0","3.第二棒RF張建銘:三壘平飛遭接殺，三出局兄弟(8):(1)義大"
"69","87","9上","","NA","NA","NA","零出局","兄弟(8)","(1)義大","","","","0","9上"
"69","88","9上","","NA","NA","NA","零出局","兄弟(8)","(1)義大","","","","0","義大更換投手為黃柏楊"
"69","89","9上","第三棒","NA","NA","NA","一出局","兄弟(8)","(1)義大","張正偉","左","接殺","0","1.第三棒RF張正偉:左外野飛球遭接殺，一出局"
"69","90","9上","第四棒","NA","NA","NA","二出局","兄弟(8)","(1)義大","代打張民諺","","接殺","0","2.第四棒代打張民諺:中堅飛球遭接殺，二出局"
"69","91","9上","第五棒","NA","NA","NA","二出局","兄弟(8)","(1)義大","黃仕豪","","穿越安打穿越安打","0","3.第五棒3B黃仕豪:三游穿越安打，一壘有人"
"69","92","9上","第六棒","NA","NA","NA","三出局","兄弟(8)","(1)義大","陳浩然","","接殺","0","4.第六棒DH陳浩然:中堅飛球遭接殺，三出局兄弟(8):(1)義大"
"69","93","9下","","NA","NA","NA","零出局","兄弟(8)","(1)義大","","","","1","9下"
"69","94","9下","","NA","NA","NA","零出局","兄弟(8)","(1)義大","","","","1","兄弟更換投手為羅國華"
"69","95","9下","第三棒","NA","NA","NA","零出局","兄弟(8)","(1)義大","胡金龍","中","","1","1.第三棒LF胡金龍:中間深遠安打，打者上三壘"
"69","96","9下","第四棒","NA","NA","NA","一出局","兄弟(8)","(2)義大","林益全","右","犧牲飛球","1","2.第四棒1B林益全:右外野犧牲飛球，帶有一分打點，一出局兄弟(8):(2)義大"
"69","97","9下","第五棒","NA","NA","NA","二出局","兄弟(8)","(2)義大","林宗男","","接殺","1","3.第五棒2B林宗男:中堅飛球遭接殺，二出局"
"69","98","9下","第六棒","NA","NA","NA","三出局","兄弟(8)","(2)義大","代打張詠漢","","三振","1","4.第六棒代打張詠漢:遭到三振，三出局比賽結束兄弟隊以(8)比(2)擊敗義大隊"
"70","1","1上","","NA","NA","NA","零出局","統一(0)","(0)桃猿","","","","0","1上"
"70","2","1上","","NA","NA","NA","零出局","統一(0)","(0)桃猿","","","","0","桃猿先發投手:王溢正"
"70","3","1上","第一棒","NA","NA","NA","一出局","統一(0)","(0)桃猿","唐肇廷","內","刺殺封殺","0","1.第一棒唐肇廷:內野滾地球，SS接到傳向一壘刺殺打者，一出局"
"70","4","1上","第二棒","NA","NA","NA","一出局","統一(0)","(0)桃猿","劉芙豪","右","一壘安打","0","2.第二棒劉芙豪:右外野一壘安打"
"70","5","1上","第三棒","NA","NA","NA","三出局","統一(0)","(0)桃猿","潘武雄","","三振盜壘失敗","0","3.第三棒潘武雄:三振，二出局劉芙豪盜二壘失敗，三出局統一(0):(0)桃猿"
"70","6","1下","","NA","NA","NA","零出局","統一(0)","(0)桃猿","","","","0","1下"
"70","7","1下","","NA","NA","NA","零出局","統一(0)","(0)桃猿","","","","0","統一先發投手:羅錦龍"
"70","8","1下","第一棒","NA","NA","NA","零出局","統一(0)","(0)桃猿","詹智堯","右","一壘安打","0","1.第一棒詹智堯:右外野一壘安打"
"70","9","1下","第二棒","NA","NA","NA","零出局","統一(0)","(0)桃猿","林智平","","失誤","0","2.第二棒林智平:SS守備失誤，跑者分佔一、二壘羅錦龍退場，統一更換投手:馬帝斯"
"70","10","1下","第三棒","NA","NA","NA","一出局","統一(0)","(0)桃猿","林智勝","","三振","0","3.第三棒林智勝:三振，一出局"
"70","11","1下","第四棒","NA","NA","NA","二出局","統一(0)","(0)桃猿","林泓育","中","接殺","0","4.第四棒林泓育:擊出飛球遭到CF接殺，二出局"
"70","12","1下","第五棒","NA","NA","NA","三出局","統一(0)","(0)桃猿","郭嚴文","內","","0","5.第五棒郭嚴文:內野滾地球，SS接到選擇傳給2B使跑者出局，三出局統一(0):(0)桃猿"
"70","13","2上","","NA","NA","NA","零出局","統一(0)","(0)桃猿","","","","0","2上"
"70","14","2上","第四棒","NA","NA","NA","一出局","統一(0)","(0)桃猿","鄧志偉","","三振","0","1.第四棒鄧志偉:三振，一出局"
"70","15","2上","第五棒","NA","NA","NA","二出局","統一(0)","(0)桃猿","陳鏞基","中","接殺","0","2.第五棒陳鏞基:擊出飛球遭到CF接殺，二出局"
"70","16","2上","第六棒","NA","NA","NA","三出局","統一(0)","(0)桃猿","高國慶","內","刺殺封殺","0","3.第六棒高國慶:內野滾地球，3B接到傳向一壘刺殺打者，三出局統一(0):(0)桃猿"
"70","17","2下","","NA","NA","NA","零出局","統一(0)","(0)桃猿","","","","0","2下"
